,fileid,cluster,journal,subject
1297,veja.abril.com.br___brasil_lula-diz-que-golpe-mira-conquistas-sociais-e-pede-povo-na-rua_.txt,5,veja,reforma-trabalhista
1298,veja.abril.com.br___brasil_lula-encontra-jose-dirceu-em-primeira-noite-de-liberdade_.txt,5,veja,soltura-lula
1299,veja.abril.com.br___brasil_mais-exposto-do-que-nunca-stf-foi-palco-de-disputas-politicas_.txt,0,veja,afastamento-aecio
1300,veja.abril.com.br___brasil_manifestacoes-pro-e-contra-o-impeachment-ocorrem-em-25-estados-e-no-df_.txt,1,veja,impeachment-dilma
1301,veja.abril.com.br___brasil_mendes-divulgacao-de-fonte-enche-nos-de-vergonha_.txt,0,veja,afastamento-aecio
1302,veja.abril.com.br___brasil_o-dilema-do-psdb-ficar-ou-nao-ao-lado-de-temer_.txt,2,veja,reforma-trabalhista
1303,veja.abril.com.br___brasil_os-ultimos-dias-de-dilma-rousseff_.txt,1,veja,impeachment-dilma
1304,veja.abril.com.br___brasil_partidos-articulam-saida-negociada-sem-eleicoes-diretas_.txt,2,veja,afastamento-aecio
1305,veja.abril.com.br___brasil_pdt-inicia-processo-de-expulsao-de-deputados-que-votaram-pelo-impeachment_.txt,1,veja,impeachment-dilma
1306,veja.abril.com.br___brasil_pf-encontra-recibos-com-inscricao-cx-2-no-apartamento-de-aecio_.txt,0,veja,afastamento-aecio
1307,veja.abril.com.br___brasil_renan-sobre-aecio-neves-uma-liminar-pode-afastar-um-senador_.txt,0,veja,afastamento-aecio
1308,veja.abril.com.br___brasil_reves-na-reforma-trabalhista-e-duro-golpe-para-um-temer-nas-cordas_.txt,2,veja,reforma-trabalhista
1309,veja.abril.com.br___brasil_saud-revela-caixa-dois-milionario-a-marqueteiro-de-aecio_.txt,0,veja,afastamento-aecio
1310,veja.abril.com.br___brasil_senado-nao-vai-frear-impeachment-preve-renan_.txt,1,veja,impeachment-dilma
1311,veja.abril.com.br___brasil_sequestrado-em-maternidade-pedrinho-e-advogado-de-aecio_.txt,5,veja,afastamento-aecio
1312,veja.abril.com.br___brasil_stf-abre-novo-inquerito-contra-aecio-por-lavagem-de-dinheiro_.txt,0,veja,afastamento-aecio
1313,veja.abril.com.br___cultura_de-felipe-neto-a-camila-pitanga-celebridades-reagem-a-soltura-de-lula_.txt,5,veja,soltura-lula
1314,veja.abril.com.br___cultura_sbt-deixa-de-exibir-chamadas-simpaticas-a-reformas-de-temer_.txt,5,veja,reforma-trabalhista
1315,veja.abril.com.br___cultura_ticiana-villas-boas-pede-afastamento-das-gravacoes-do-sbt_.txt,5,veja,afastamento-aecio
1316,veja.abril.com.br___cultura_tulio-gadelha-namorado-de-fatima-bernardes-vai-ao-abc-apoiar-lula_.txt,5,veja,prisao-lula
1317,veja.abril.com.br___economia_alcolumbre-defende-estados-e-municipios-na-previdencia-em-pec-paralela_.txt,2,veja,reforma-previdencia
1318,veja.abril.com.br___economia_ao-vivo-comissao-especial-vota-relatorio-da-previdencia_.txt,2,veja,reforma-previdencia
1319,veja.abril.com.br___economia_bolsonaro-preve-aprovacao-da-reforma-da-previdencia-ainda-no-1o-semestre_.txt,2,veja,reforma-previdencia
1320,veja.abril.com.br___economia_camara-aprova-texto-base-da-reforma-trabalhista-veja-o-que-muda_.txt,4,veja,reforma-trabalhista
1321,veja.abril.com.br___economia_camara-rejeita-pedido-de-urgencia-para-reforma-trabalhista_.txt,2,veja,reforma-trabalhista
1322,veja.abril.com.br___economia_ccj-da-camara-aprova-parecer-a-favor-da-reforma-da-previdencia_.txt,2,veja,reforma-previdencia
1323,veja.abril.com.br___economia_ccj-do-senado-aprova-relatorio-da-previdencia-e-texto-vai-ao-plenario_.txt,6,veja,reforma-previdencia
1324,veja.abril.com.br___economia_centrais-sindicais-farao-paralisacao-na-sexta-contra-reformas_.txt,2,veja,reforma-trabalhista
1325,veja.abril.com.br___economia_centrais-sindicais-querem-regulamentar-contribuicao-assistencial_.txt,4,veja,reforma-trabalhista
1326,veja.abril.com.br___economia_como-a-reforma-trabalhista-altera-negociacoes-com-patroes_.txt,4,veja,reforma-trabalhista
1327,veja.abril.com.br___economia_como-fica-a-folga-de-feriado-apos-a-reforma-tire-suas-duvidas_.txt,4,veja,reforma-trabalhista
1328,veja.abril.com.br___economia_confira-as-principais-mudancas-da-reforma-da-previdencia_.txt,6,veja,reforma-previdencia
1329,veja.abril.com.br___economia_demissao-consensual-nao-da-direito-a-seguro-desemprego_.txt,4,veja,reforma-trabalhista
1330,veja.abril.com.br___economia_deputados-aprovam-relatorio-da-previdencia-e-texto-vai-a-plenario_.txt,6,veja,reforma-previdencia
1331,veja.abril.com.br___economia_economia-com-reforma-da-previdencia-cai-para-r-915-bi-diz-relator_.txt,2,veja,reforma-previdencia
1332,veja.abril.com.br___economia_em-votacao-simbolica-ccj-do-senado-aprova-reforma-da-previdencia_.txt,2,veja,reforma-previdencia
1333,veja.abril.com.br___economia_empresas-criam-grupos-para-discutir-adocao-de-reforma-trabalhista_.txt,4,veja,reforma-trabalhista
1334,veja.abril.com.br___economia_forca-busca-apoio-para-criar-substituto-do-imposto-sindical_.txt,4,veja,reforma-trabalhista
1335,veja.abril.com.br___economia_globais-protestam-contra-reforma-trabalhista-no-instagram_.txt,2,veja,reforma-trabalhista
1336,veja.abril.com.br___economia_governo-tem-330-votos-para-aprovar-reforma-da-previdencia-diz-onyx_.txt,2,veja,reforma-previdencia
1337,veja.abril.com.br___economia_greve-geral-aeroporto-de-congonhas-funciona-normalmente_.txt,5,veja,reforma-trabalhista
1338,veja.abril.com.br___economia_greve-geral-trt-proibe-paralisacao-total-de-metro-e-onibus-em-sp_.txt,5,veja,reforma-trabalhista
1339,veja.abril.com.br___economia_juiz-usa-reforma-para-condenar-trabalhador-a-pagar-processo_.txt,4,veja,reforma-trabalhista
1340,veja.abril.com.br___economia_maia-desiste-de-articular-reforma-e-diz-que-nao-sera-mulher-de-malandro_.txt,2,veja,reforma-previdencia
1341,veja.abril.com.br___economia_maia-marca-para-terca-feira-inicio-da-votacao-da-reforma-da-previdencia_.txt,6,veja,reforma-previdencia
1342,veja.abril.com.br___economia_maia-se-reune-com-centrais-sindicais-sobre-reforma-da-previdencia_.txt,2,veja,reforma-trabalhista
1343,veja.abril.com.br___economia_muito-vai-se-falar-de-nova-lei-trabalhista-diz-temer_.txt,4,veja,reforma-trabalhista
1344,veja.abril.com.br___economia_nao-ha-data-para-votacao-da-reforma-da-previdencia-diz-maia_.txt,2,veja,reforma-trabalhista
1345,veja.abril.com.br___economia_o-que-muda-com-a-aprovacao-da-reforma-trabalhista_.txt,4,veja,reforma-trabalhista
1346,veja.abril.com.br___economia_o-que-muda-na-aposentadoria-com-a-reforma-da-previdencia_.txt,2,veja,reforma-previdencia
1347,veja.abril.com.br___economia_o-que-mudou-e-como-fica-a-reforma-da-previdencia-apos-a-ccj-do-senado_.txt,6,veja,reforma-previdencia
1348,veja.abril.com.br___economia_para-idealizador-reforma-trabalhista-cria-oportunidades_.txt,4,veja,reforma-trabalhista
1349,veja.abril.com.br___economia_pec-da-reforma-da-previdencia-ira-gerar-r-876-bi-de-economia-diz-marinho_.txt,2,veja,reforma-previdencia
1350,veja.abril.com.br___economia_pilotos-e-comissarios-aprovam-estado-de-greve-contra-reformas_.txt,5,veja,reforma-trabalhista
1351,veja.abril.com.br___economia_previdencia-sindicatos-convocam-greve-geral-para-quarta-feira_.txt,6,veja,reforma-trabalhista
1352,veja.abril.com.br___economia_reforma-da-previdencia-e-promulgada-pelo-congresso_.txt,6,veja,reforma-previdencia
1353,veja.abril.com.br___economia_reforma-da-previdencia-tera-idades-diferentes-para-homens-e-mulheres_.txt,6,veja,reforma-previdencia
1354,veja.abril.com.br___economia_reforma-empresas-ja-oferecem-vagas-previstas-em-nova-lei_.txt,4,veja,reforma-trabalhista
1355,veja.abril.com.br___economia_reforma-homologacao-da-rescisao-deixa-de-ser-feita-em-sindicatos_.txt,4,veja,reforma-trabalhista
1356,veja.abril.com.br___economia_reforma-maiores-de-50-anos-poderao-parcelar-ferias_.txt,4,veja,reforma-trabalhista
1357,veja.abril.com.br___economia_reforma-nao-acaba-com-demissao-sem-justa-causa_.txt,4,veja,reforma-trabalhista
1358,veja.abril.com.br___economia_reforma-permite-contratacao-de-funcionario-por-r-426-a-hora_.txt,4,veja,reforma-trabalhista
1359,veja.abril.com.br___economia_reforma-preve-que-ferias-possam-ser-determinadas-pelo-empregador_.txt,4,veja,reforma-trabalhista
1360,veja.abril.com.br___economia_reforma-trabalhista-como-fica-a-demissao-consensual_.txt,4,veja,reforma-trabalhista
1361,veja.abril.com.br___economia_reforma-trabalhista-entra-em-vigor-no-dia-11-veja-o-que-muda_.txt,4,veja,reforma-trabalhista
1362,veja.abril.com.br___economia_reforma-trabalhista-lg-quer-modificar-contratos-dos-funcionarios_.txt,5,veja,reforma-trabalhista
1363,veja.abril.com.br___economia_reforma-trabalhista-o-que-muda-nas-acoes-trabalhistas_.txt,4,veja,reforma-trabalhista
1364,veja.abril.com.br___economia_reforma-trabalhista-reduzira-desemprego-em-15-milhao-diz-itau_.txt,4,veja,reforma-trabalhista
1365,veja.abril.com.br___economia_reforma-trabalhista-vai-propor-mudancas-em-100-pontos-da-clt_.txt,4,veja,reforma-trabalhista
1366,veja.abril.com.br___economia_reforma-trabalhista-veja-o-que-muda-com-a-medida-provisoria_.txt,4,veja,reforma-trabalhista
1367,veja.abril.com.br___economia_relator-reduz-idade-de-aposentadoria-para-agente-penitenciario_.txt,6,veja,reforma-trabalhista
1368,veja.abril.com.br___economia_risco-lula-faz-dolar-disparar-e-bater-nos-r-415_.txt,5,veja,soltura-lula
1369,veja.abril.com.br___economia_sem-imposto-sindicato-ameaca-cortar-servico-a-associados_.txt,4,veja,reforma-trabalhista
1370,veja.abril.com.br___economia_tabata-amaral-e-ameacada-de-expulsao-pelo-pdt-caso-vote-a-favor-da-reforma_.txt,2,veja,reforma-previdencia
1371,veja.abril.com.br___economia_temer-sanciona-reforma-trabalhista-sem-falar-em-vetos_.txt,2,veja,reforma-trabalhista
1372,veja.abril.com.br___economia_tire-suas-duvidas-sobre-10-pontos-da-reforma-trabalhista_.txt,4,veja,reforma-trabalhista
1373,veja.abril.com.br___economia_trilhao-por-um-triz-reforma-da-previdencia-avanca-na-camara_.txt,2,veja,reforma-previdencia
1374,veja.abril.com.br___economia_veja-as-novas-regras-da-previdencia-aprovadas-em-primeiro-turno-na-camara_.txt,6,veja,reforma-previdencia
1375,veja.abril.com.br___economia_votacao-reforma-trabalhista-senado-ao-vivo_.txt,2,veja,reforma-trabalhista
1376,veja.abril.com.br___mundo_apesar-de-protestos-macron-assina-reforma-trabalhista-na-franca_.txt,5,veja,reforma-trabalhista
1377,veja.abril.com.br___mundo_impeachment-de-dilma-repercute-na-imprensa-internacional_.txt,1,veja,impeachment-dilma
1378,veja.abril.com.br___mundo_presidente-da-argentina-comemora-decisao-do-stf-lula-livre-amanha_.txt,3,veja,soltura-lula
1379,veja.abril.com.br___podcast_o-efeito-lula-na-politica_.txt,5,veja,soltura-lula
1380,veja.abril.com.br___politica_a-verdade-triunfou-diz-maduro-sobre-soltura-de-lula-veja-repercussao_.txt,5,veja,soltura-lula
1381,veja.abril.com.br___politica_acusacao-entrega-alegacoes-finais-antes-do-prazo-para-acelerar-impeachment_.txt,1,veja,impeachment-dilma
1382,veja.abril.com.br___politica_aloysio-nunes-critica-fux-por-zombar-de-aecio-em-julgamento_.txt,0,veja,afastamento-aecio
1383,veja.abril.com.br___politica_ao-vivo-stf-decide-sobre-afastamento-de-parlamentares_.txt,0,veja,afastamento-aecio
1384,veja.abril.com.br___politica_ao-vivo-stf-julga-habeas-corpus-contra-prisao-de-lula_.txt,3,veja,prisao-lula
1385,veja.abril.com.br___politica_ao-vivo-stf-julga-habeas-corpus-preventivo-de-lula-acompanhe_.txt,3,veja,prisao-lula
1386,veja.abril.com.br___politica_apos-46-dias-afastado-aecio-neves-retoma-mandato-no-senado_.txt,0,veja,afastamento-aecio
1387,veja.abril.com.br___politica_aposta-no-tudo-ou-nada_.txt,2,veja,reforma-previdencia
1388,veja.abril.com.br___politica_as-vesperas-da-votacao-do-impeachment-dilma-sofre-dura-derrota-no-stf_.txt,1,veja,impeachment-dilma
1389,veja.abril.com.br___politica_bolsonaro-silencia-sobre-soltura-de-lula_.txt,3,veja,soltura-lula
1390,veja.abril.com.br___politica_brasil-em-reforma_.txt,2,veja,reforma-trabalhista
1391,veja.abril.com.br___politica_camara-aprova-processo-de-impeachment-contra-dilma-rousseff_.txt,1,veja,impeachment-dilma
1392,veja.abril.com.br___politica_camara-ja-derrubou-o-governo-diz-cunha_.txt,1,veja,impeachment-dilma
1393,veja.abril.com.br___politica_capitais-registram-protestos-contra-stf-e-liberdade-de-lula_.txt,5,veja,soltura-lula
1394,veja.abril.com.br___politica_carmen-lucia-decide-receber-advogado-de-lula-para-discutir-prisao_.txt,3,veja,prisao-lula
1395,veja.abril.com.br___politica_caso-aecio-fara-parte-de-antologia-de-erros-do-stf-diz-barroso_.txt,5,veja,afastamento-aecio
1396,veja.abril.com.br___politica_ciro-gomes-elogia-stf-sobre-liminar-que-impediu-prisao-de-lula_.txt,5,veja,prisao-lula
1397,veja.abril.com.br___politica_collor-critica-dois-pesos-e-duas-medidas-para-beneficiar-dilma_.txt,1,veja,impeachment-dilma
1398,veja.abril.com.br___politica_com-base-em-decisao-do-stf-juiza-manda-soltar-ex-ministro-jose-dirceu_.txt,3,veja,soltura-lula
1399,veja.abril.com.br___politica_confira-o-voto-de-cada-senador-no-impeachment-de-dilma_.txt,5,veja,impeachment-dilma
1400,veja.abril.com.br___politica_datafolha-apoio-ao-impeachment-de-dilma-e-rejeicao-de-lula-batem-recorde_.txt,1,veja,impeachment-dilma
1401,veja.abril.com.br___politica_defesa-de-dilma-apresenta-recursos-contra-processo-de-impeachment_.txt,1,veja,impeachment-dilma
1402,veja.abril.com.br___politica_defesa-de-lula-quer-que-marco-aurelio-analise-pedido-de-soltura_.txt,3,veja,soltura-lula
1403,veja.abril.com.br___politica_defesa-de-lula-recorre-a-onu-para-evitar-prisao-do-ex-presidente_.txt,3,veja,prisao-lula
1404,veja.abril.com.br___politica_defesa-e-acusacao-terao-direito-a-6-testemunhas-cada-diz-lewandowski_.txt,1,veja,impeachment-dilma
1405,veja.abril.com.br___politica_deputados-do-psl-pedem-prisao-de-lula-pela-lei-de-seguranca-nacional_.txt,5,veja,soltura-lula
1406,veja.abril.com.br___politica_dilma-chama-temer-e-cunha-de-chefe-e-vice-chefe-do-golpe_.txt,1,veja,impeachment-dilma
1407,veja.abril.com.br___politica_dilma-declara-guerra-do-pt-a-temer-e-afirma-nos-voltaremos_.txt,1,veja,impeachment-dilma
1408,veja.abril.com.br___politica_dilma-e-aecio-frente-a-frente-agora-no-impeachment_.txt,1,veja,impeachment-dilma
1409,veja.abril.com.br___politica_dirceu-e-mais-sete-da-lava-jato-pedem-soltura-eduardo-azeredo-sera-solto_.txt,3,veja,soltura-lula
1410,veja.abril.com.br___politica_dodge-diz-confiar-em-decisao-do-stf-a-favor-da-prisao-em-2o-grau_.txt,3,veja,prisao-lula
1411,veja.abril.com.br___politica_doria-saida-temporaria-de-lula-da-cadeia-nao-anula-os-crimes-que-cometeu_.txt,3,veja,soltura-lula
1412,veja.abril.com.br___politica_e-de-chorar-de-vergonha-diz-joaquim-barbosa-sobre-votacao-do-impeachment-na-camara_.txt,1,veja,impeachment-dilma
1413,veja.abril.com.br___politica_em-carta-enviada-da-cadeia-lula-se-diz-feliz-com-pesquisa_.txt,5,veja,prisao-lula
1414,veja.abril.com.br___politica_em-carta-lula-se-diz-indignado-e-volta-a-desafiar-lava-jato_.txt,5,veja,prisao-lula
1415,veja.abril.com.br___politica_em-interrogatorio-katia-abreu-faz-defesa-da-gestao-dilma_.txt,1,veja,impeachment-dilma
1416,veja.abril.com.br___politica_entenda-o-passo-a-passo-do-processo-de-impeachment_.txt,1,veja,impeachment-dilma
1417,veja.abril.com.br___politica_estou-pronto-para-ser-preso-afirma-lula-em-livro_.txt,5,veja,prisao-lula
1418,veja.abril.com.br___politica_fachin-sugere-que-2-turma-julgue-liberdade-de-lula-na-proxima-terca_.txt,3,veja,soltura-lula
1419,veja.abril.com.br___politica_fatiamento-e-no-minimo-bizarro-diz-mendes-sobre-impeachment_.txt,1,veja,impeachment-dilma
1420,veja.abril.com.br___politica_fhc-agora-o-caminho-e-o-impeachment_.txt,1,veja,impeachment-dilma
1421,veja.abril.com.br___politica_filho-de-cabral-e-secretario-de-paes-vao-a-brasilia-votar-contra-dilma_.txt,1,veja,impeachment-dilma
1422,veja.abril.com.br___politica_francischini-votacao-da-reforma-da-previdencia-na-ccj-sera-em-17-de-abril_.txt,2,veja,reforma-previdencia
1423,veja.abril.com.br___politica_gleisi-critica-prisao-e-chama-moro-de-juiz-armado-de-odio-e-de-rancor_.txt,5,veja,prisao-lula
1424,veja.abril.com.br___politica_governo-busca-criador-do-bolsa-familia-para-formular-pacote-social_.txt,5,veja,soltura-lula
1425,veja.abril.com.br___politica_grampos-revelam-golpe-de-lula-e-dilma-contra-lava-jato-e-multidao-volta-as-ruas_.txt,5,veja,impeachment-dilma
1426,veja.abril.com.br___politica_grupo-pede-lula-livre-e-joga-tinta-vermelha-na-entrada-do-stf_.txt,5,veja,prisao-lula
1427,veja.abril.com.br___politica_haddad-e-a-primeira-visita-de-lula-em-dia-marcado-para-prisao_.txt,5,veja,prisao-lula
1428,veja.abril.com.br___politica_hc-de-lula-como-votam-os-ministros-do-stf-nomeados-pelo-pt_.txt,3,veja,prisao-lula
1429,veja.abril.com.br___politica_joao-doria-sobre-gravacao-de-aecio-neves-e-estarrecedor_.txt,0,veja,afastamento-aecio
1430,veja.abril.com.br___politica_juiza-nao-permite-entrevistas-e-sabatinas-de-lula-na-prisao_.txt,5,veja,prisao-lula
1431,veja.abril.com.br___politica_juiza-vai-esperar-manifestacao-do-mpf-sobre-soltura-de-lula_.txt,3,veja,soltura-lula
1432,veja.abril.com.br___politica_lavenere-faz-discurso-do-medo-e-diz-que-impeachment-e-pena-de-morte-de-dilma-e-de-programas-sociais_.txt,1,veja,impeachment-dilma
1433,veja.abril.com.br___politica_lei-severa-so-vale-para-um-lado-diz-ciro-sobre-prisao-de-lula_.txt,3,veja,prisao-lula
1434,veja.abril.com.br___politica_lewandowski-fatia-votacao-do-impeachment_.txt,1,veja,impeachment-dilma
1435,veja.abril.com.br___politica_lula-apresenta-novo-recurso-ao-stf-e-quer-julgamento-na-2a-turma_.txt,3,veja,prisao-lula
1436,veja.abril.com.br___politica_lula-chora-ao-gravar-video-que-sera-divulgado-pelo-pt-apos-prisao_.txt,5,veja,prisao-lula
1437,veja.abril.com.br___politica_lula-de-volta-as-ruas_.txt,3,veja,soltura-lula
1438,veja.abril.com.br___politica_lula-diz-que-adversarios-terao-de-arcar-com-preco-de-sua-prisao_.txt,3,veja,prisao-lula
1439,veja.abril.com.br___politica_lula-e-moro-ficarao-frente-a-frente-pela-terceira-vez-em-11-de-setembro_.txt,3,veja,prisao-lula
1440,veja.abril.com.br___politica_lula-e-o-6o-ex-presidente-preso-no-brasil-e-o-1o-por-crime-comum_.txt,5,veja,prisao-lula
1441,veja.abril.com.br___politica_lula-e-preso-ex-presidente-se-entrega-a-policia-federal_.txt,3,veja,prisao-lula
1442,veja.abril.com.br___politica_lula-ja-esta-cumprindo-pena-diz-ex-ministra_.txt,5,veja,prisao-lula
1443,veja.abril.com.br___politica_lula-recorre-para-ter-de-volta-assessores-motoristas-e-segurancas_.txt,3,veja,prisao-lula
1444,veja.abril.com.br___politica_lula-sera-preso-neste-sabado-apos-missa-de-marisa-diz-petista_.txt,3,veja,prisao-lula
1445,veja.abril.com.br___politica_lula-so-sabera-de-julgamento-48-horas-antes-decide-trf4_.txt,3,veja,prisao-lula
1446,veja.abril.com.br___politica_lula-stf-liberdade-lava-jato_.txt,3,veja,soltura-lula
1447,veja.abril.com.br___politica_lula-vai-receber-advogado-neste-domingo-na-policia-federal_.txt,3,veja,prisao-lula
1448,veja.abril.com.br___politica_manifestantes-saem-as-ruas-em-10-estados-e-no-distrito-federal_.txt,5,veja,impeachment-dilma
1449,veja.abril.com.br___politica_ministro-do-stj-nega-pedido-de-lula-para-sustar-acao-do-sitio-de-atibaia_.txt,3,veja,soltura-lula
1450,veja.abril.com.br___politica_moro-impede-que-lula-tenha-esquema-especial-de-visitas-na-pf_.txt,5,veja,prisao-lula
1451,veja.abril.com.br___politica_mpf-pede-a-justica-rejeicao-de-recurso-e-prisao-imediata-de-lula_.txt,3,veja,prisao-lula
1452,veja.abril.com.br___politica_mst-inicia-bloqueio-de-estradas-no-pais-em-protesto-contra-prisao-de-lula_.txt,5,veja,prisao-lula
1453,veja.abril.com.br___politica_mtst-invade-o-triplex-no-guaruja-atribuido-a-lula_.txt,5,veja,prisao-lula
1454,veja.abril.com.br___politica_na-comissao-do-impeachment-juristas-acusam-dilma-sobram-crimes-de-responsabilidade_.txt,1,veja,impeachment-dilma
1455,veja.abril.com.br___politica_nao-sou-ladrao-nem-pombo-correio-diz-lula-sobre-tornozeleira-eletronica_.txt,5,veja,soltura-lula
1456,veja.abril.com.br___politica_negociacoes-na-ccj-podem-tirar-temas-da-reforma-da-previdencia-veja-quais_.txt,2,veja,reforma-previdencia
1457,veja.abril.com.br___politica_no-planalto-dilma-faz-discurso-de-militante-nao-vai-ter-golpe_.txt,1,veja,impeachment-dilma
1458,veja.abril.com.br___politica_o-plano-da-policia-federal-para-o-dia-da-prisao-de-lula_.txt,5,veja,prisao-lula
1459,veja.abril.com.br___politica_onu-rejeita-liminar-para-pedir-ao-brasil-que-tire-lula-da-prisao_.txt,5,veja,prisao-lula
1460,veja.abril.com.br___politica_para-51-dos-brasileiros-condenacao-de-lula-foi-justa-indica-pesquisa_.txt,5,veja,prisao-lula
1461,veja.abril.com.br___politica_partido-quer-desistir-de-liminar-no-stf-que-pode-soltar-lula-diz-lider_.txt,5,veja,prisao-lula
1462,veja.abril.com.br___politica_peco-ao-presidente-que-pare_.txt,2,veja,reforma-previdencia
1463,veja.abril.com.br___politica_petistas-celebram-decisao-do-supremo-que-impede-prisao-de-lula_.txt,3,veja,prisao-lula
1464,veja.abril.com.br___politica_pf-em-curitiba-diz-que-negociacao-sobre-prisao-nao-esta-definida_.txt,5,veja,prisao-lula
1465,veja.abril.com.br___politica_pp-anuncia-maioria-contra-dilma-e-desembarca-do-governo_.txt,1,veja,impeachment-dilma
1466,veja.abril.com.br___politica_prb-decide-votar-pelo-impeachment-de-dilma_.txt,1,veja,impeachment-dilma
1467,veja.abril.com.br___politica_presidente-do-stj-nega-habeas-corpus-a-lula-e-critica-favreto_.txt,3,veja,prisao-lula
1468,veja.abril.com.br___politica_preso-ha-100-dias-lula-mantem-pt-imobilizado-para-as-eleicoes_.txt,3,veja,prisao-lula
1469,veja.abril.com.br___politica_prisao-de-lula-absorve-atos-de-1o-de-maio-e-unifica-centrais-sindicais_.txt,5,veja,prisao-lula
1470,veja.abril.com.br___politica_procuradores-da-lava-jato-pedem-que-lula-cumpra-pena-no-semiaberto_.txt,3,veja,soltura-lula
1471,veja.abril.com.br___politica_pt-ve-possibilidade-de-prisao-de-lula-antes-da-pascoa_.txt,3,veja,prisao-lula
1472,veja.abril.com.br___politica_quatro-caminhoes-fazem-mudanca-de-dilma-para-porto-alegre_.txt,1,veja,impeachment-dilma
1473,veja.abril.com.br___politica_relator-do-caso-no-trf4-gebran-neto-determina-que-lula-nao-seja-solto_.txt,3,veja,prisao-lula
1474,veja.abril.com.br___politica_renan-intervencao-contra-indiciamento-de-gleisi-foi-transparente_.txt,1,veja,impeachment-dilma
1475,veja.abril.com.br___politica_renan-rejeita-brincadeira-de-maranhao-e-da-sequencia-ao-impeachment_.txt,1,veja,impeachment-dilma
1476,veja.abril.com.br___politica_segunda-turma-do-stf-vai-julgar-liberdade-de-lula-na-proxima-terca_.txt,3,veja,soltura-lula
1477,veja.abril.com.br___politica_senado-afasta-dilma-do-planalto-e-interrompe-o-projeto-de-poder-petista_.txt,1,veja,impeachment-dilma
1478,veja.abril.com.br___politica_senado-encerra-mandato-de-dilma-e-fecha-ciclo-de-poder-do-pt_.txt,1,veja,impeachment-dilma
1479,veja.abril.com.br___politica_stf-analisa-pedido-de-liberdade-de-lula-e-decide-se-moro-foi-parcial_.txt,3,veja,soltura-lula
1480,veja.abril.com.br___politica_stf-decide-hoje-prisao-preventiva-de-aecio-neves_.txt,0,veja,afastamento-aecio
1481,veja.abril.com.br___politica_stf-decide-manter-lula-preso-ate-julgamento-de-suspeicao-de-moro_.txt,3,veja,soltura-lula
1482,veja.abril.com.br___politica_stf-retoma-julgamento-sobre-prisao-em-segunda-instancia-2_.txt,3,veja,soltura-lula
1483,veja.abril.com.br___politica_stf-veta-prisao-apos-2a-instancia-e-abre-caminho-para-a-soltura-de-lula_.txt,3,veja,soltura-lula
1484,veja.abril.com.br___politica_stj-julga-nesta-terca-pedido-de-lula-para-evitar-prisao_.txt,3,veja,prisao-lula
1485,veja.abril.com.br___politica_stj-nega-habeas-corpus-para-impedir-prisao-de-lula_.txt,3,veja,prisao-lula
1486,veja.abril.com.br___politica_suco-de-maracuja-na-comissao-do-impeachment_.txt,1,veja,impeachment-dilma
1487,veja.abril.com.br___politica_supremo-decide-nesta-quarta-o-rito-do-impeachment_.txt,1,veja,impeachment-dilma
1488,veja.abril.com.br___politica_teori-autoriza-inquerito-contra-dilma-por-obstrucao-de-justica_.txt,5,veja,impeachment-dilma
1489,veja.abril.com.br___politica_teori-nega-acao-em-que-dilma-queria-anular-votacao-do-impeachment_.txt,1,veja,impeachment-dilma
1490,veja.abril.com.br___politica_trf4-autoriza-sergio-moro-a-mandar-prender-lula_.txt,3,veja,prisao-lula
1491,veja.abril.com.br___politica_trf4-rejeita-por-unanimidade-embargos-de-declaracao-de-lula_.txt,3,veja,prisao-lula
1492,veja.abril.com.br___politica_veja-como-votou-cada-senador-sobre-afastamento-de-aecio-neves_.txt,0,veja,afastamento-aecio
1493,veja.abril.com.br___tecnologia_twitter-desde-a-soltura-quase-70-dos-posts-foram-desfavoraveis-a-lula_.txt,5,veja,soltura-lula
1494,www1.folha.uol.com.br___colunas_laura-carvalho_2017_04_1878808-reforma-trabalhista-nao-responde-aos-desafios-do-seculo-21.shtml.txt,4,folha,reforma-trabalhista
1495,www1.folha.uol.com.br___colunas_monicabergamo_2017_05_1885865-senado-pode-desobedecer-decisao-do-stf-e-manter-aecio-no-cargo.shtml.txt,0,folha,afastamento-aecio
1496,www1.folha.uol.com.br___colunas_monicabergamo_2017_06_1894533-renan-lidera-derrota-do-governo-em-votacao-de-reforma-trabalhista.shtml.txt,2,folha,reforma-trabalhista
1497,www1.folha.uol.com.br___colunas_monicabergamo_2018_04_pf-pede-transferencia-de-lula-e-diz-que-ja-gastou-r-150-mil-com-prisao.shtml.txt,5,folha,prisao-lula
1498,www1.folha.uol.com.br___ilustrissima_2018_04_pessimista-com-judiciario-lula-planejou-todos-os-passos-de-sua-prisao.shtml.txt,5,folha,prisao-lula
1499,www1.folha.uol.com.br___mercado_2017_03_1864822-justica-do-trabalho-nao-deveria-nem-existir-diz-deputado-rodrigo-maia.shtml.txt,2,folha,reforma-trabalhista
1500,www1.folha.uol.com.br___mercado_2017_03_1866885-golpe-foi-para-acabar-com-conquistas-da-classe-trabalhadora-diz-lula-em-sp.shtml.txt,5,folha,reforma-trabalhista
1501,www1.folha.uol.com.br___mercado_2017_04_1874946-ferias-poderao-ser-divididas-em-3-periodos-propoe-reforma-trabalhista.shtml.txt,4,folha,reforma-trabalhista
